,user,CenterControlScore,PieceActivityScore,KingSafetyScore,CastlingScore,KingTropismScore,KingDefendersScore,KingPawnShieldScore,KingZoneControlScore,KingDiagonalExposureScore,KingEscapeSquaresScore,CaptureRatio,PawnCenter,AveragePawnAdvanceDepth,CheckRatio,ForceRatio,PawnIsolateScore,PawnOverlapScore,PawnProtectScore,TotalGames,WonGames,LostGames,DrawnGames,queen_1LifeRatio,rook_1LifeRatio,rook_2LifeRatio,bishop_1LifeRatio,bishop_2LifeRatio,knight_1LifeRatio,knight_2LifeRatio,pawn_1LifeRatio,pawn_2LifeRatio,pawn_3LifeRatio,pawn_4LifeRatio,pawn_5LifeRatio,pawn_6LifeRatio,pawn_7LifeRatio,pawn_8LifeRatio,queen_promo_1LifeRatio,queen_promo_2LifeRatio,queen_promo_3LifeRatio,queen_promo_4LifeRatio,queen_promo_5LifeRatio,queen_promo_6LifeRatio,queen_promo_7LifeRatio,queen_promo_8LifeRatio,rook_promo_1LifeRatio,rook_promo_2LifeRatio,rook_promo_3LifeRatio,rook_promo_4LifeRatio,rook_promo_5LifeRatio,rook_promo_6LifeRatio,rook_promo_7LifeRatio,rook_promo_8LifeRatio,bishop_promo_1LifeRatio,bishop_promo_2LifeRatio,bishop_promo_3LifeRatio,bishop_promo_4LifeRatio,bishop_promo_5LifeRatio,bishop_promo_6LifeRatio,bishop_promo_7LifeRatio,bishop_promo_8LifeRatio,knight_promo_1LifeRatio,knight_promo_2LifeRatio,knight_promo_3LifeRatio,knight_promo_4LifeRatio,knight_promo_5LifeRatio,knight_promo_6LifeRatio,knight_promo_7LifeRatio,knight_promo_8LifeRatio,Name,ELO
391,Ayan Allahverdiyeva,19.116300841076004,186.45471999492253,-62.36928150761425,-14.554997293611146,-12.128171889270616,3.982041623627449,-5.734462441486417,-34.94998779215277,-10.21134364060246,11.227639925881714,0.2192432432432432,0.4702246621621621,17.030405405405407,0.0691942567567567,0.0104898648648648,0.0526216472779702,-0.245503976777011,1.3064424719278946,298,108,175,15,0.748959909822398,0.8546571564618837,0.8439667327874016,0.6708285353299319,0.6657802095926469,0.5384469608557161,0.5825072164350733,0.8893300253918879,0.8400579110540592,0.8094158507980589,0.6132450639525331,0.4586688798884646,0.6051028266448434,0.8011729854413293,0.8646686955585732,0.0669144059305762,0.1296183443438173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayan Allahverdiyeva,2470.0
392,Aydin Suleymanli,20.42765969936562,191.26314901392496,-61.96468343994736,-14.883985421879244,-11.980727416509684,3.996133724031568,-6.806386681299374,-33.893081195562445,-10.340230170374497,11.94359372164632,0.2126961038961039,0.4709506493506493,18.724675324675324,0.065625974025974,0.0085870129870129,0.0835220443822265,-0.2917587902148491,1.6848031496497995,201,140,49,12,0.7706227673562713,0.8494173282453991,0.8360995360254339,0.6860280346988809,0.6529802719893525,0.585889120852132,0.5968791087287479,0.8674758974066762,0.8535367743360824,0.8538780040871603,0.6271447715629115,0.568649794145253,0.6438275564785535,0.8226131894297429,0.8586322947904608,0.0570366760343231,0.0673742675728772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aydin Suleymanli,3066.0
393,Aydin Turgut,19.886422247788595,189.5010890179128,-63.991132645644655,-15.394946717000437,-11.974607247299094,3.93938920680658,-5.4745205661330525,-36.23635075622037,-10.576060442118758,11.725963876320476,0.202200956937799,0.4277655502392344,18.760765550239235,0.0644354066985646,0.0076842105263157,0.0594963489301513,-0.2815357990399315,1.212213374358566,106,45,54,7,0.771881423411799,0.8543868931212976,0.8473205140111635,0.6402828881603981,0.6408502258274718,0.5340299178426732,0.5658455321397837,0.857716821510032,0.858908461684489,0.7747686848781162,0.5279846444755838,0.4494441184879643,0.7164882205326186,0.79229013665822,0.8355440642362241,0.0551980349340383,0.0962079691897496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aydin Turgut,2746.0
394,Ayrat Vafin,19.089220439031138,175.69382982920445,-59.5977141255446,-16.27094381465372,-11.51535233566494,3.9744006391929214,-4.368123559564454,-32.95078713748037,-10.36286602833408,11.895958110960036,0.2116880733944953,0.3285504587155963,17.37308868501529,0.0529327217125382,0.0052782874617737,0.0488750340831514,-0.2022166250385365,1.7551582725678108,169,78,82,9,0.7030620782055947,0.9065749339548144,0.7737144431159463,0.6565407165739023,0.5602385207213082,0.5003295821362239,0.600266603007814,0.864485301462391,0.8790600120774528,0.8714040390555261,0.571514505622247,0.4668250492299458,0.6410519767500897,0.807551785000976,0.8607554503898931,0.0469273242440104,0.0539122315592903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayrat Vafin,2627.0
395,Azer Mirzoev,19.625785837577386,180.99301219797175,-58.0753269169248,-14.556518546665606,-11.447666018790889,3.993874266080085,-5.404284480282971,-32.576833224755774,-10.25798683241296,12.17408791990332,0.2128371444506414,0.4488477412158393,18.98773006134969,0.0592158393753485,0.006175683212493,0.1425220893575822,-0.3354976744797186,2.001518873940447,940,605,220,115,0.7012794941839697,0.8914686691068013,0.8069032500979836,0.6750311104038736,0.6103063704389318,0.5826580692341311,0.5668617859405412,0.8863720521816332,0.8933756673915199,0.8662225984422998,0.7271720460299984,0.5135028338155989,0.5681346524545843,0.7939787357901312,0.8407093941587066,0.053945945272846,0.0328002347939659,0.009283200459671,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azer Mirzoev,2689.0
396,Aziz Degenbaev,19.6596969244832,187.94727216349736,-61.4922242752756,-15.130587290694391,-11.687152547405285,3.990193812449585,-5.890630618735779,-33.53729760736817,-10.3790380878619,11.14228806434033,0.2211417425227568,0.4601261378413523,17.352405721716515,0.0626736020806241,0.008520156046814,0.0888241990675283,-0.2545093691496136,1.4916195487201924,392,165,191,36,0.7541917340630944,0.8555051707000437,0.839332860418252,0.6693997111715109,0.6620787762807708,0.5788272401178474,0.5974306228240333,0.8963145083678035,0.8736445813306395,0.7869566318643298,0.6201714530390631,0.5359793238475486,0.625114025240528,0.7914738244336322,0.8479766435526396,0.0631499924085249,0.0540589317796199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aziz Degenbaev,2708.0
397,BOZNENA PIDDUBNA,18.484361259025874,175.68684855484722,-61.93100007447469,-16.34101468242519,-11.570012028605095,3.9957767055227023,-4.585921637309326,-34.4866022832683,-10.736780948430765,11.793554800041274,0.2110836550836551,0.4031994851994852,19.634491634491635,0.0662638352638352,0.0072985842985842,0.0751753321761792,-0.2637356692892708,1.5990429092785787,395,159,205,31,0.6803744829983743,0.8681738429257201,0.7651487038769661,0.6081447906752021,0.5796067639843788,0.5021124221544314,0.5346814991264203,0.8770959475746366,0.8483188607794917,0.8198195774856325,0.5929211501110914,0.4547380616761324,0.5326884464537566,0.7350311650939386,0.7998592012086809,0.0527406511221415,0.0368366388860097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOZNENA PIDDUBNA,2487.0
398,Baadur Jobava,19.91360629434395,181.60316762837533,-62.40751948011325,-15.178106606335072,-11.958125197356788,3.998210364602394,-6.334160737706829,-35.088634096787615,-10.365673651764313,12.518970445234975,0.2128523748395379,0.4341951219512195,18.529525032092423,0.0634890885750962,0.0081328626444159,0.1121865891633903,-0.3165609576511131,1.9212773863935588,784,556,159,69,0.7205711439335213,0.8740720098264805,0.8178540638652484,0.6363326338737476,0.5512644450857336,0.5920169798258187,0.6313242850646794,0.8665255455343885,0.8592674264028577,0.845862979321865,0.6439369673197813,0.4729364034323272,0.7001601697995865,0.8283431673358358,0.8710490460073538,0.0525298978662572,0.0362419207112009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baadur Jobava,3002.0
399,Babageldi Annaberdiyev,19.16784019291231,175.988259559784,-62.42130067158777,-15.51623155055042,-11.84148671982574,3.9975409406947504,-8.624518489072893,-33.04203518894594,-10.779325029720892,13.384755365833362,0.2115222672064777,0.4885121457489878,20.4838056680162,0.0618481781376518,0.0080263157894736,0.1309942240859249,-0.194830290600623,1.681604025633744,252,133,74,45,0.6839130074779126,0.8747576628482617,0.7987059107418213,0.5531262153046983,0.6425052478098198,0.5804446446897208,0.5862248280163337,0.8372118845875574,0.8411649019488812,0.775087739666644,0.5745085552646287,0.5469886751423687,0.6445565774886726,0.7954790868295474,0.809048093935325,0.0333631412593298,0.0277360074403071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babageldi Annaberdiyev,2744.0
400,Bach Ngoc Thuy Duong,20.00205999446946,191.4336686785057,-57.04023796040949,-13.901370869156962,-11.508052537663456,3.997454552063991,-4.636579955701762,-32.48514969187241,-10.090105309705926,11.58356585162704,0.2137543103448275,0.5116185344827586,17.59698275862069,0.056875,0.006103448275862,0.0917880233997877,-0.2453708745632949,1.5792152642018455,242,101,129,12,0.7590935556860802,0.8853635449724122,0.812827459576737,0.6578381070183664,0.6273926570630235,0.6261554277338616,0.5750090683671726,0.9279732767183644,0.9056473109344064,0.861766537937241,0.7394188183105748,0.5289004092019316,0.4661934898268748,0.7984381279914893,0.8572849808051896,0.0452195575017065,0.0528723453759133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bach Ngoc Thuy Duong,2380.0
401,Bahadir Ozen,19.53132115320609,179.81739663710468,-56.36416782273408,-15.813091295990535,-11.212326312883846,3.998455708835855,-4.9882590961402045,-30.11905542485804,-10.318503628775892,12.088612227078585,0.2095767386091127,0.433425659472422,17.550359712230215,0.0574400479616307,0.0080863309352517,0.0692491276706677,-0.2047028332317546,2.064111927349406,418,225,80,113,0.7246101421490733,0.8834037851469008,0.7801578379883285,0.7126652105091582,0.6422086434222642,0.6003432301256157,0.6248382926136264,0.8929330684295614,0.8595374870957307,0.8630188726691596,0.66734439166481,0.5949015008128327,0.6106246571411145,0.7517416853753095,0.8227036297445189,0.0623659868581541,0.0269767608140644,,,,,,,0.0108532763532763,,,,,,,,0.0114517265680056,,,,,,,,0.1029082774049217,,,,,,,,Bahadir Ozen,2904.0
402,Bahadur Khodzhamkuliev,18.40399718508347,171.86963654502975,-55.54345658202519,-15.278279328852252,-11.270922969832872,3.996351215738039,-5.187473282677861,-28.86704271648014,-10.362695872126045,11.426606372205937,0.2197554744525547,0.5012554744525547,16.248175182481752,0.056,0.0070620437956204,0.0741988711836975,-0.2591946473745539,1.957706814364124,145,42,77,26,0.7150457774907963,0.9026567875520268,0.791921943465313,0.704680739704853,0.4641463777184691,0.6073791122001503,0.57733848301434,0.8816477163914646,0.8557907797817099,0.8323708648202764,0.6601253787778629,0.6738510098673749,0.6625286664313149,0.7220861763534643,0.7863224263187631,0.0421480198933429,0.0238461538461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahadur Khodzhamkuliev,2500.0
403,Baira Kovanova,21.02040413791374,199.3719392398298,-56.1010930912386,-15.223502257738202,-11.229376569344415,3.996295885686129,-4.6034399742999295,-29.952351380166697,-10.40385934831919,11.315140552943705,0.2152682926829268,0.4474536585365853,15.263414634146342,0.0579073170731707,0.0068536585365853,0.0300216709676237,-0.2905699527236465,1.5167583220289205,108,45,49,14,0.8230088574329666,0.9053413275674368,0.8531342266951301,0.6639394105424845,0.6348580875902963,0.5742683659843888,0.6479315369714557,0.9133376812660746,0.9242381992222992,0.8746184696625777,0.5337511954124208,0.5457326929759968,0.7492185432175832,0.8661296856204056,0.9037664612240456,0.0613221803875845,0.0452729302544215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baira Kovanova,2609.0
404,Bakhtiyar Askarov,19.23687997719535,184.35087641932924,-61.038916548655465,-15.707152674311573,-11.722517629370392,3.987123733714312,-5.663926026222916,-33.233843502448174,-10.5442840771908,11.84568362717408,0.2082993630573248,0.4457592356687898,18.852229299363056,0.0595299363057324,0.0078076433121019,0.094504121662664,-0.2753192709873517,1.8788676933533857,394,232,119,43,0.7452567895413632,0.8524951961451228,0.7917314014160161,0.6338509170753898,0.5773278142988861,0.5659298357483767,0.5690556792051177,0.8806095723473254,0.8648144558471408,0.824042788647343,0.6710982088673245,0.5389724674099897,0.6133986122260076,0.7854182208213529,0.8141922264960427,0.0594617259150151,0.0444732248175574,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bakhtiyar Askarov,2938.0
405,Bakhtiyar Nugumanov,19.281266226198188,181.6779597377558,-57.52045636992128,-15.325991115986264,-11.311530531404374,3.9626208402224528,-5.227275539704927,-30.7895857319857,-10.231713495137823,11.403019204075344,0.2185778045838359,0.437394451145959,17.241254523522315,0.0559131483715319,0.0064583835946924,0.0634014691362522,-0.258706164282428,1.6231568876934126,419,160,223,36,0.7261942070637329,0.8608704567708375,0.8248507873000989,0.6383469082694145,0.6650883242148996,0.5669848733692125,0.6018488544371235,0.8916872722047693,0.8639355151560496,0.82637618427909,0.6283151481411144,0.527586121715605,0.6207467187969729,0.8035258439997447,0.860911521743998,0.0541144254474217,0.0447261693515257,0.0647269397269397,0.0119047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bakhtiyar Nugumanov,2543.0
406,Balaji Daggupati,19.460217278944903,189.9854854922185,-60.25774653757151,-15.04694140811966,-11.335688740557032,3.9933928669958703,-3.6837203390318,-35.210363005775434,-10.4247371773531,11.450311266269654,0.2235023696682464,0.4564407582938388,17.98578199052133,0.074952606635071,0.008952606635071,0.0840087604865737,-0.2562448612545367,1.0813828715541989,106,57,37,12,0.7483519307872931,0.8438714316379212,0.8270366754654617,0.5952013850983158,0.5925550812791377,0.5380474600025967,0.5265839383773379,0.9166642718982194,0.8732322146717327,0.8051415250640855,0.5792664395185811,0.4096722634643177,0.634679889805268,0.7805283623540625,0.8204151402731081,0.0750397076295382,0.0303030303030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balaji Daggupati,2746.0
407,Balázs Csonka,19.5857122239412,183.9407059094949,-58.32926074300983,-14.7906766141983,-11.195007760058813,3.9972838176785097,-5.656228868414795,-32.74423109189036,-10.310583896902669,12.370183670776589,0.2237617406290392,0.4557987936234382,19.0680741059888,0.0762016372253339,0.0118849633778543,0.1476880917770532,-0.2762352783645703,1.5519374024706436,1173,694,305,174,0.7044325767156631,0.8713282467914089,0.8121015549016827,0.6313722799565478,0.6219254290165399,0.5324137745256505,0.5543525582458675,0.8850001816247597,0.8702759651726937,0.8445983610837947,0.6394193434004829,0.4901172070909175,0.6036268580631882,0.7810302417983929,0.8402509296926507,0.0804041546691795,0.0905466547970753,0.1203603133334059,0.1150352819952135,0.0519803723616556,0.0261780104712041,0.0,,,,,,,,,,0.1589762645013731,0.1277958249014804,,,,,,,0.2045042572091877,0.3272046752905639,0.1519141112351434,0.0412371134020618,,,,,Balázs Csonka,2884.0
408,Bao Nghia Dong,19.931420706772958,188.21697706891723,-62.28386585245154,-15.366064491009272,-11.942158000032476,3.9968077790042233,-5.999485727886775,-34.16838890011811,-10.643860538867411,11.839284026458284,0.214080078125,0.502763671875,17.6171875,0.0570625,0.0068320312499999,0.0685774702574114,-0.2416286549848211,1.7263222183325753,263,142,97,24,0.7580046415674132,0.8760433626766627,0.8046629555800741,0.6157118726485186,0.6369284380287118,0.6321493121606357,0.5848858204695248,0.89307526268104,0.8794734197398815,0.8129844443321357,0.7302150659944534,0.4590472042943767,0.5548568070505622,0.776438081550929,0.8218982299781011,0.0615615605921846,0.006578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bao Nghia Dong,2652.0
409,Barad Yeganegi,18.55815439888235,176.41076091099688,-61.58717119570776,-15.2510029599213,-11.850967694318475,3.993441665020774,-5.9644308727221205,-33.94791356098172,-10.6592763051288,12.092978532343889,0.2200173697270471,0.4386799007444169,19.55334987593052,0.0635980148883374,0.0079081885856079,0.103794915278766,-0.2762463236615253,1.56606234174308,206,115,70,21,0.6822257350853518,0.8305683426095233,0.7808550209281132,0.6289519541838433,0.6050244115211537,0.5615618904317717,0.476230250328845,0.8825710502961883,0.8702815613140774,0.7604598464455202,0.6288485653045857,0.4740824406430218,0.4860657108402606,0.7609542674908834,0.8230280526243661,0.0774314802868994,0.0415673822636843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barad Yeganegi,2860.0
410,Barbara Skuhala,18.892108607975057,183.8119415221376,-62.46649672889971,-15.20710503009156,-11.869521288783073,3.9896452777278246,-4.739715533397294,-35.31064102400744,-10.398314686888533,11.069155556540366,0.2077053872053872,0.4988198653198653,17.883838383838384,0.0552255892255892,0.0056734006734006,0.0584406267698026,-0.2486968283278929,1.4522445801819652,306,96,177,33,0.753055995629859,0.8694373630946837,0.8370049370832088,0.625509720869146,0.6162790895387678,0.5771135533861756,0.5892054950252036,0.8732487986521481,0.8721980048931607,0.8169872050761106,0.6033562436034251,0.4263094132108728,0.6076907071279899,0.7888810658449202,0.8514300458922112,0.0554495791111052,0.0434782608695652,,,,,,,,,,,,,,,,,,,,,,,0.2434210526315789,,,,,,,,Barbara Skuhala,2377.0
411,Bardiya Daneshvar,19.105469489582244,180.2483223865897,-62.31952690269951,-15.155423677431012,-12.06047144681074,3.988664671124552,-5.663848944024401,-34.95359042233203,-10.259194478100634,11.784337394874752,0.2071479028697571,0.4307373068432671,19.481236203090507,0.0594503311258278,0.006849889624724,0.129734488561828,-0.224792029328412,2.192734724809282,228,155,49,24,0.7315140666326101,0.8488226657872108,0.79038947879919,0.6277764307254129,0.5994029963205234,0.5382397668010663,0.57082453536702,0.8711076305508004,0.8532443627825865,0.8418160949429788,0.7163739714254184,0.5590733167160105,0.6066716584129466,0.77317643827773,0.8288594630175533,0.0549148699818406,0.0465329278988464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bardiya Daneshvar,3087.0
412,Barnabas Kovacsy,18.404783013368696,172.87581477270928,-60.22643184369548,-14.80036391009511,-11.489376049436624,3.984626375986964,-5.540260220132586,-34.239374178909266,-10.292285723374214,12.15060186226536,0.2169534246575342,0.4302630136986301,17.983561643835618,0.0595068493150684,0.0067342465753424,0.0709826834532579,-0.2100821512460108,1.4461800999636814,185,50,116,19,0.6734670616539081,0.8751100051061351,0.7921964004024157,0.6064825326752435,0.6007982057487125,0.4964847041189278,0.4960472804085068,0.8887513336726272,0.8700302852434746,0.8356974069630208,0.6026765087990382,0.3615688860622131,0.5907600756891339,0.7714533047473804,0.8118696142082641,0.0394196608792488,0.0713291028033447,,,,,,,,,,,,,,,,,,,,,,,0.0478800041164967,,,,,,,,Barnabas Kovacsy,2570.0
413,Bartosz Przybylski,19.14176484960512,182.08181841674696,-63.43346473481432,-15.349313296249925,-11.829368281657626,3.99610953799317,-6.623375330100843,-35.03569074197068,-10.65735878196214,12.06553215913373,0.2122564766839378,0.4506580310880829,18.712435233160623,0.0641735751295336,0.0089922279792746,0.0670906216163715,-0.2193622126536154,1.41731981665791,203,80,99,24,0.7177066716371878,0.829098381062477,0.8180147379101623,0.6010970682509462,0.6018000181683211,0.5267358629103103,0.5934405635538197,0.8738549839515442,0.8603122143310235,0.7713421509631891,0.5156756094908637,0.4967530364264697,0.7058099966018431,0.7513582652676911,0.8161789018061163,0.0458397859982021,0.0365350199909023,,,,,,,0.1020408163265306,,,,,,,,,,,,,,,,0.0179640718562874,,,,,,,,Bartosz Przybylski,2707.0
414,Batuhan Özen,18.885353327503044,181.57959250848305,-59.450078262918936,-15.78626480652482,-11.694439672441812,3.9839346811525833,-4.090256849486631,-32.73767418379215,-10.20746479305586,11.082087361229762,0.2182676056338028,0.3757218309859155,17.464788732394368,0.0521654929577464,0.0072535211267605,0.0582528035294041,-0.2101973164208443,1.8756565255953563,143,65,68,10,0.7563840767074917,0.9144229409907616,0.8036438093867099,0.6405906443920684,0.606461908539168,0.58696022513709,0.5474452659076688,0.9226578249958718,0.904419158985894,0.8121886741832868,0.6883570377661429,0.5986419590484383,0.5155593904635243,0.729279320726442,0.8213027518976146,0.0449425181039255,0.0663190558478516,0.0454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batuhan Özen,2504.0
415,Bayastan Sydykov,19.9870261901161,186.81238849268811,-65.65029113038636,-15.550330794291794,-12.116453084146755,3.997489126411843,-6.439235712762451,-37.15583489587426,-10.602465609842806,12.216539840119864,0.2106659663865546,0.4541344537815126,19.373949579831933,0.0637920168067226,0.0083340336134453,0.1242850259261543,-0.2028822881727267,1.5279269925217338,240,146,76,18,0.7263582457549507,0.8526640706090822,0.8261605140128793,0.612542141873723,0.6427731541603577,0.548809348627912,0.5506003330234759,0.8633321920486188,0.8364818526657988,0.8115639922547847,0.6207044656167983,0.4430703695475836,0.6322218949286227,0.8158439306670042,0.8313166541682027,0.0474335646403404,0.0156018666893545,,,,,,,0.0,,,,,,,,,,,,,,,,0.0088495575221238,,,,,,,,Bayastan Sydykov,2700.0
416,Beksultan Moldagali,20.135124343375534,185.90511617600828,-60.27296744653258,-15.44056172876283,-11.598900956988636,3.997549631214949,-4.753354015233731,-34.57400922041816,-10.564280898292976,12.660589741948806,0.2171519999999999,0.45356,18.188,0.067096,0.011172,0.0841562655134896,-0.2210208362125898,1.3942584713806108,127,63,55,9,0.722948543408846,0.85206207541003,0.8030569073393851,0.5828818245427467,0.5493171196781134,0.536266429132534,0.5611430758827763,0.8795951032411256,0.885524320467966,0.8269788213919488,0.6159086757398192,0.3148249137793443,0.7450626493016884,0.7960983978521815,0.8214996300200184,0.0609894679857464,0.0887864005912786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beksultan Moldagali,2831.0
417,Belka1989,19.950516423155708,184.84303319899485,-57.80814151191208,-14.991936921198336,-11.512602284409924,3.996387183740674,-5.6493847882630455,-31.10478762634296,-10.227851803752875,11.682034728314385,0.2075365853658536,0.429979674796748,15.951219512195122,0.0515975609756097,0.0063211382113821,0.0496687119647198,-0.30066320698437,1.809228854888467,128,50,64,14,0.7387377635346447,0.9079957316483962,0.8232017055478864,0.6907903334632238,0.6539883099454384,0.5799912223334659,0.5995094664920695,0.911908319870152,0.8861332916198217,0.843886279066363,0.5959535290332034,0.5797155781882087,0.6926394279697914,0.8043650352326698,0.8522454526590255,0.066315668136829,0.0921424739365151,0.06282722513089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belka1989,2609.0
418,Ben Finegold,18.53795654690079,174.10296414861224,-61.253423943966496,-15.17122005273985,-11.785897699615749,3.995350502430847,-5.410237229416355,-34.64620358032752,-10.717749379837274,12.482533495539396,0.2118223140495868,0.481099173553719,20.97107438016529,0.0624545454545454,0.0089338842975206,0.0824691975288926,-0.2877543426980249,1.4278105329371351,125,64,45,16,0.6852035697739917,0.8567693810303391,0.7550605414745545,0.6288241809806687,0.4991766818097288,0.5619969691998427,0.4950519086204145,0.8578194345953685,0.8318559948424378,0.8098083354950251,0.635441122280017,0.5382036680964715,0.4098580097230697,0.7383698029887008,0.7804135349347576,0.0380838271276316,0.0427313589064712,0.0402684563758389,,,,,,0.0,,,,,,,,0.0024449877750611,,,,,,,,0.0072463768115942,,,,,,,,Ben Finegold,2587.0
419,Ben Johnson,19.314331377283946,182.6892588536164,-55.45330416882185,-14.6074724029546,-11.570513554941767,3.997976937265444,-2.6177256876945445,-31.42572824072997,-9.944874565103742,10.715033345337332,0.2192519083969465,0.4008167938931297,16.541984732824428,0.0451437659033078,0.0051348600508905,0.0400883863856709,-0.2714434357591048,1.7585975768166806,399,97,279,23,0.7554080535723374,0.909288723824935,0.8220057954836943,0.6696169827645642,0.6576411724525457,0.5391545817031296,0.5765360128524878,0.9136197649993544,0.8860690945567948,0.8701006245797211,0.7394084706575849,0.535023956859616,0.4981464305230624,0.8113921986048357,0.8545317596259399,0.0669164168170889,0.0605682758759194,0.0148148148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ben Johnson,2148.0
420,Bence Pribelszky,19.28236869051557,182.2629333353107,-61.80425685512591,-15.238572765589538,-11.93430578337424,3.9741098884491706,-5.374105931364272,-34.088185027129015,-10.341984882808214,11.198787646690198,0.2204244415243101,0.4181905387647832,17.718791064388963,0.0643876478318002,0.0098515111695137,0.0971402145876664,-0.2491619524425658,1.656228313017422,383,184,179,20,0.7458529247790016,0.8528512655302608,0.807646826280105,0.6592435404647975,0.6239695153204523,0.5659706714459309,0.5975206484604443,0.8904331316236118,0.8673192582221824,0.8054061789434231,0.61387193911763,0.5275640484521378,0.6495975398031195,0.8078159389906989,0.8642535024940735,0.0653579525013243,0.0386670573991081,0.0522875816993464,,,,,,,,,,,,,,0.0221996443992887,,,,,,,,0.1259842519685039,0.1102362204724409,,,,,,,Bence Pribelszky,2459.0
421,Benedikt Dauner,19.03130123741633,175.73823354812845,-60.03399769415237,-14.635484573874812,-12.100202283885473,3.9982086652658455,-5.6406144690993525,-33.6476163184381,-10.310506126961124,12.302217412840644,0.2084098360655737,0.4286459016393442,17.934426229508198,0.0605901639344262,0.0082950819672131,0.0514129917746876,-0.2924793348952536,1.817327889470148,155,71,69,15,0.7093798033709771,0.8780750122509066,0.7660002119371885,0.6322465102698406,0.572384523614458,0.5388329901181158,0.5739791230915918,0.8569297363337613,0.8427006318438985,0.8408107816873508,0.672697890222768,0.5060030857441388,0.6489414731607042,0.7893045416981253,0.8245939478973559,0.0760202365851171,0.1068354611609743,0.0642926592124452,0.0330578512396694,,,,,,,,,,,,,0.0075187969924812,,,,,,,,0.2083333333333333,,,,,,,,Benedikt Dauner,2521.0
422,Benedikt Huber,20.288216015294307,190.81842049983683,-54.72683592707784,-13.654401520601178,-11.180629716934352,3.9823734535376025,-6.379987021667795,-28.990411096797136,-10.094207760738806,11.590427736123818,0.223934306569343,0.5084379562043796,14.463503649635037,0.0580255474452554,0.0068503649635036,0.0273237219585967,-0.3051985912333446,1.4985357790754137,148,54,85,9,0.7880420030748156,0.8943819321375521,0.8771135374229779,0.653324931193204,0.6519253489911258,0.6010979604601855,0.6082599718490712,0.8994738630087085,0.8862242546167726,0.8038179000442515,0.6468488813464683,0.6223796544782199,0.6900504377832923,0.8526802791150546,0.8850127151159538,0.0499911671787995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benedikt Huber,2613.0
423,Benik Agasarov,18.264480836960697,169.18486943516376,-61.53160480084376,-15.310547477928118,-11.493623006737684,3.995616310800647,-5.270808499599781,-35.22251623055616,-10.692382227032104,12.462656330209436,0.2131283643892339,0.418231884057971,20.368530020703933,0.0783064182194617,0.0085051759834368,0.0950707748103543,-0.2447821796449409,1.355338018365151,244,120,96,28,0.6522863492913425,0.850707850933329,0.7638719395100858,0.5924924909425104,0.5578878281824766,0.5015962323940669,0.5234470171995941,0.8435017191921956,0.8455569277623088,0.8135349659171587,0.5560766972116651,0.4690301647041369,0.5822028791399775,0.7353895524364826,0.7911872935232593,0.0478614796942178,0.0544112682066061,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,Benik Agasarov,2806.0
424,Benjamin Bok,19.68717018498753,183.42130739526263,-58.802814198993175,-14.895006017520718,-11.565770904305984,3.997639734299383,-4.8207037920499545,-33.48658327295777,-10.383335326993272,12.35094538053514,0.2275468009478673,0.4810284360189573,19.3957345971564,0.0605651658767772,0.0084543838862559,0.139306031282693,-0.2768178865781919,1.691153708427369,854,595,162,97,0.7055798637660262,0.9043377070756686,0.780440604786635,0.6554637455434306,0.6016242149277474,0.5783503847244413,0.5445369711608169,0.8951160649937744,0.8752234660489319,0.867396750614616,0.7342877994598913,0.5134165587375976,0.4257873859303835,0.765399876879348,0.8358470800598606,0.0502012180952215,0.0510511554458908,0.0782122905027933,,,,,,,,,,,,,,,,,,,,,,0.169683257918552,,,,,,,,Benjamin Bok,3041.0
