Name,Forcing_Style_Prob,Forcing_Style_Score
Danyyil Dvirnyy,0.7396341535218453,0.5911
Daouda Ethmane,0.9506307160266525,0.9477
Daria Yurasova,0.76986628992377,0.6304
Daria Zaichenko,0.4047649548029201,0.2263
Darius Viškelis,0.0702515067727321,0.0278
Dariusz Bieliński,0.8716019407092096,0.7855
Dariusz Swiercz,0.6385327516641722,0.4571
Darko R Mitrovic,0.73159751250273,0.577
Darvi Abraham Crispin Ferreras,0.779420014245951,0.6453
Dashgyn Ibadov,0.13664521671530552,0.0549
Davi Sulzbacher,0.7633278842709836,0.62
David Alexandru,0.796903760192413,0.672
David Anton Guijarro,0.7934397008125809,0.669
David Bernat,0.9571217676208811,0.9607
David Blanco Diez,0.7920822131870032,0.6683
David Brodsky,0.20340217449277515,0.0857
David Gasparyan,0.7490359706299768,0.603
David Gavrilescu,0.09178605322664525,0.0367
David George Samir,0.3275754906834553,0.1666
David Gorodetzky,0.5932520083500163,0.4045
David Haydon,0.4377192947155314,0.2497
David Howell,0.713451076593997,0.5514
David Kalashian,0.7596225821252961,0.613
David Levine,0.8367282040078715,0.7314
David Martinez,0.43955607201834823,0.2508
David Navara,0.041509900700114975,0.0145
David Okike,0.7096741458054667,0.5458
David Paravyan,0.01586569761019877,0.0022
David Rodríguez López,0.6611733213591604,0.4835
David Sh. Gevorgyan,0.963854062252764,0.9722
David Shapiro,0.1084929231880016,0.0427
David Temirkanov,0.7318863483133138,0.5777
David Torres Domínguez,0.4273300728956538,0.2456
David Zakarian,0.9462516270493072,0.9354
David Zhurbinsky,0.14793440963504953,0.0571
Davis Zong,0.6668682559909618,0.4917
Dawid Czerw,0.7761960500305117,0.6412
Dawid Janaszak,0.6041589391013951,0.4178
Dawid Niekraś,0.3934439597646254,0.2197
De Silva L.M.S.T,0.7176621108583829,0.5596
Deepak Aaron,0.2903890165194649,0.1391
Deepweb2020,0.9075382793976662,0.8553
Dejan Djordjevic,0.9087419904370856,0.8575
Dejan Jakovljevic,0.716403546631749,0.5566
Dejan Tasev,0.8685306530512429,0.7807
Denes Boros,0.23001758460828653,0.0946
Deniel Causo,0.07598333199399523,0.0304
Deniel Safarov,0.2017364898357374,0.0846
Denis Garrido,0.8268567905492172,0.7176
Denis Khismatullin,0.3603381082169802,0.1918
Denis Kovalev,0.5088816205149866,0.3143
Denis Kozlov,0.13353480667928727,0.0534
Denis Lazavik,0.7914230402873779,0.6668
Denis Makhnev,0.8830730252118467,0.8071
Denis Pershin,0.5888913635302269,0.403
Deniz Arman,0.04289062323565783,0.016
Dennis Wagner,0.3228049750571358,0.1633
Derek Wu,0.19392409681831607,0.0794
Derlei Alex Florianovitz,0.3601189266166388,0.1915
Dev Shah,0.7113857962519877,0.5473
Devina Devagharan,0.4728564623311586,0.282
Devindya Oshini Gunawardhana,0.7813517866557574,0.6471
Dewar B. Feliz Dotel,0.5941480536979278,0.4063
Deysi Cori,0.47757372141086396,0.2872
Diana Mirza,0.8821087092179665,0.8052
Diana Preobrazhenskaya,0.2723856122010885,0.1273
Diego Adla,0.6622154590892511,0.4857
Diego Berardino,0.579285126821862,0.3889
Diego Carbone,0.7139386297945645,0.5525
Diego Flores Quillas,0.4915866291611185,0.2976
Diego Garcia,0.9743303859250521,0.99
Diego Zilleruelo,0.2723879529287721,0.1276
Dila Baloglu,0.46435475918178426,0.2746
Dimitar Mardov,0.5367219573925229,0.3421
Dimitrios Vazelakis,0.8277857416423003,0.7202
Dimitris Alexakis,0.6486725720006155,0.4694
Dimitris Makridis,0.15402752648638784,0.0597
Dina Belenkaya,0.6824991177349637,0.5106
Dinara Wagner,0.8660091684751562,0.7755
Dinesh Rajan M,0.2841708477389374,0.1369
Diogo Duarte Guimaraes,0.24286927407399075,0.1032
Dion Krivenko,0.9414694128337985,0.9254
Dion Su,0.7693646628490208,0.6297
Dirk Troltenier,0.31182788160802916,0.1529
Djuro Skaric,0.9379252136752138,0.9169
Dmitrii Marcziter,0.8112017078048949,0.6983
Dmitrij Kollars,0.5830619602730188,0.3937
Dmitrij Skurikhin,0.790751382805647,0.6649
Dmitriy Bocharov,0.9713372859095509,0.987
Dmitriy Kushko,0.9754063644868098,0.9911
Dmitry Andreikin,0.4864401382955731,0.2942
Dmitry Frolyanov,0.5381636715298896,0.3436
Dmitry Gordievsky,0.8949958824486774,0.8297
Dmitry Gurevich,0.9109002702215573,0.8601
Dmitry Kirillov,0.31381357172127766,0.154
Dmitry Kononenko,0.17864285977701078,0.0709
Dmitry Kryakvin,0.5571379017793273,0.3644
Dmitry MIschuk,0.2736737644981625,0.1291
Dmitry Maximov,0.7195340084267903,0.5614
Dmitry Minko,0.24437675211955884,0.1046
Dmitry Petukhov,0.12639969908133422,0.0494
Dmitry Ponomarev,0.03934065425242209,0.0137
Dmitry Rostovtsev,0.8279528193373993,0.7206
Dmitry Semenenko,0.2319103947160833,0.0954
Dmitry Sumaneev,0.9662311724700535,0.9777
Dmitry Tatarinov,0.7852252215682506,0.656
Dmitry Vyatkin,0.8738832926206165,0.7907
Dmitry Zacurdajev,0.4345542266487404,0.249
Dmitry Zenin,0.9843547854316382,0.9974
Dobre Claudiu Cristian,0.8316037324397657,0.7243
Dolzhykova Kateryna,0.7289618846550848,0.5744
Domantas Klimciauskas,0.8847850202034635,0.81
Dominick Orzech,0.9292754704338545,0.8976
Dominik Horvath,0.5290346693300475,0.3365
Dominik Marczuk,0.9380824547566435,0.9173
Dominique Myers,0.6342974819699992,0.4505
Donát Daróczi,0.9789524845306573,0.9937
Dorian Kang,0.6664891047908442,0.4909
DrMamaliga,0.9206801980493735,0.8835
Dragan Popadic,0.9653719157212558,0.9763
Dragomirescu Robin,0.8173236500389477,0.705
Dragos Ceres,0.7428236896497152,0.5952
Duc Minh Lai,0.8761101060759333,0.7948
Dumitru-Daniel Dinu,0.26719363923374884,0.1243
Dushyant Sharma,0.11984442530765319,0.046
Dávid Haszon De,0.4209636727532887,0.2404
EREBUNI91,0.23604232489755547,0.0994
Edgar Hayrapetyan,0.7620580991951722,0.6171
Edgard Vinicius Zanette,0.9356954425601784,0.9113
Edgardo J. Almedina Ortiz,0.9187844610403155,0.8794
Ediz Gürel,0.03181496985695214,0.0085
Edmund C Player,0.8520714173545182,0.7536
Eduard Ashiev,0.8453473678081528,0.7455
Eduard Kanter,0.8951725875236665,0.8301
Eduardo Barbosa Mesquita,0.48773682871467977,0.2957
Eduardo Iturrizaga Bonelli,0.9311036505671003,0.9024
Eduardo Marra,0.8971004346630039,0.8323
Eduardo Mendez Fortes,0.4712605013341471,0.2809
Eduardo Muzzi,0.4159573126985238,0.2371
Eduardo Peralta,0.9585117106559737,0.9633
Edvin Trost,0.5626189578406694,0.3707
Eelke De Boer,0.25005273476599144,0.1087
Eesha Karavade,0.7501479927150001,0.6045
Egor Baskakov,0.37772267487280037,0.2033
Egor Bykov,0.5868877967699745,0.3993
Egor Koshulyan,0.4344805555988073,0.2486
Egor Kurchenko,0.52371777418051,0.3314
Egor Lashkin,0.7286023940813788,0.574
Eivind Grunt Kreken,0.7242323633824392,0.5681
Ekaterina Borisova,0.8373029842413503,0.7328
Ekaterina Goltseva,0.588162171408593,0.4015
Ekaterina Miroshnik,0.9435723041494825,0.9306
Ekaterini Pavlidou,0.8473954944623138,0.7473
Eldiar Orozbaev,0.03704982664814952,0.0122
Elham Amar,0.05825761469021654,0.0234
Elijah Logozar,0.3252760434703978,0.1651
Eline Roebers,0.9256082900086273,0.8909
Elis Denele Dicen,0.34269172692329913,0.1803
Elliott Winslow,0.9488413749880946,0.9417
Elnaz Kaliakhmet,0.44405004740547477,0.2553
Elnur Aliyev,0.041936502359590885,0.0152
Eltaj Safarli,0.09792098711918928,0.0382
Elvin Wilson,0.9627684451497671,0.9703
Emanuel Vaglio,0.20166429264592498,0.0842
Emerson Veiga,0.5840473892025108,0.3948
Emilia Dyalog,0.9058897078017208,0.8519
Emilia Sprzęczka,0.3778531791059795,0.2037
Emilia Zavivaeva,0.3570684895632107,0.1896
Emilio Cordova,0.78463005283699,0.6545
Emilio Hernandez,0.9001881492427835,0.8408
Emin Ohanyan,0.10369356838353294,0.0401
Emre Mecit,0.3963758905146479,0.2208
Enes Tanriverdi,0.8554262270055343,0.7599
Enkhrii Enkh-Amgalan,0.7827372592685605,0.6508
Enrico Vianello,0.9408105786024695,0.9243
Enrique Butti,0.8223901458101635,0.7113
Enrique Fernando Asensio Ramos,0.7303679397616777,0.5763
Enrique Fonseca Manrique,0.9236242700555373,0.8891
Enrique Tejedor Fuente,0.27667309719614475,0.1321
Enzo Federzoni,0.6497506613956159,0.4709
Enzo Ferrara,0.8933172567780027,0.8278
Eray Kilic,0.060975958388130205,0.0249
Erez Kupervaser,0.6796930975492324,0.5083
Eric Hansen,0.8827265394512374,0.8063
Eric Hon,0.7844745927376282,0.6542
Eric Liu,0.8861325181846998,0.8122
Eric Rosen,0.48948503070414695,0.2968
Erick Zhao,0.35644641071317995,0.1889
Erik Blomqvist,0.45721181244656994,0.2679
Erik Golubovic,0.7851742534696846,0.6557
Erik Rönkä,0.6227309629408836,0.439
Erik van den Dikkenberg,0.9812597088577222,0.9948
Ermes Espinosa Veloz,0.3491646249702646,0.1837
Ernesto Javier Fernandez Guillen,0.12846320551700177,0.0497
Ernesto Real de  Azua,0.6267576684942642,0.4438
Ervin Ozkan,0.40455284696161764,0.2256
Erzhan Zhakshylykov,0.6210838663710876,0.4386
Esper Van Baar,0.3514246035372299,0.1863
Ethan Saya,0.1696674421338977,0.0657
Ethan Sheehan,0.5801419135443229,0.3915
Etienne Bacrot,0.5395840900345376,0.3447
Ettore Stromboli,0.25649267677207405,0.1158
Eugene Yanayt,0.9159112608307707,0.8709
Eugenia Karas,0.08866684686440068,0.0349
Evan Ai,0.6811088040866469,0.5091
Evan Rabin,0.23205848819683278,0.0957
Evan S. Rosenberg,0.42806393437360474,0.246
Evandro Amorim Barbosa,0.5287628008131701,0.3358
Evelina Zavivaeva,0.7686112967466462,0.6278
Evgeni Krasilnikov,0.612164775561501,0.4267
Evgenij Kretov,0.9152646267535175,0.8683
Evgenij Novikov,0.6975976182926409,0.5306
Evgenij Shuvalov,0.6669672745714863,0.492
Evgenios Ioannidis,0.5867521192911525,0.3989
Evgeniy Najer,0.44313055037406957,0.2538
Evgeniya Doluhanova,0.6300952210578459,0.4471
Evgeny Alekseev,0.7623566333669057,0.6178
Evgeny Degtiarev,0.6465729395972388,0.4672
Evgeny Egorov,0.5135974633724367,0.3191
Evgeny Ermolaev,0.8098368661095436,0.6942
Evgeny Melikhov,0.754835147707953,0.6096
Evgeny Postny,0.33642292382691874,0.174
Evsuld Myagmarsuren,0.32027538479658857,0.1596
Ewa Barwinska,0.5570362647073323,0.364
Eyal Noy,0.7791926322578437,0.6449
Eytan Rozen,0.7044325869004716,0.5406
FAUSTO CASTELLA GARCIA,0.29577497859315843,0.141
Fabian Fiorito,0.8547551475542324,0.7581
Fabian Vivas,0.20805321653822118,0.0883
Fabiano Caruana,0.953301194824465,0.9544
Fabio Colonetti,0.708699546079788,0.5447
Facundo Vazquez,0.39275880629136084,0.2186
Farid Mustafayev,0.6587645015620393,0.4801
Farid Orujov,0.12307517386715165,0.0475
Farzad Bolourchifard,0.8855738082700876,0.8108
Faustino Oro,0.6341013010641925,0.4501
Federico Perez Ponsa,0.2571044197347139,0.1169
Federico Sellitti,0.4488522466511002,0.2623
Felix Hindermann,0.7147043312883119,0.554
Felix Ilinca,0.64040493115804,0.4597
Felix Kuznetsov,0.1759146935227719,0.0698
Felix Meissner,0.6997123653238749,0.5332
Felix Rose,0.44525032675679055,0.2568
Ferenc Jr. Gombocz,0.7704578770511664,0.6319
Fernando Bolaños Soza,0.9433230462228657,0.9302
Fernando Broca,0.8953730798790588,0.8308
Fernando Díaz,0.677791781835095,0.505
Fernando López Gracia,0.9358277355652114,0.9117
Fernando Mata,0.07990868109542346,0.0315
Fernando Valenzuela,0.19779781787426748,0.082
Fidel Corrales Jimenez,0.35908525742631625,0.19
Filip Boe Olsen,0.30226714925938186,0.144
Filip Dowgird,0.9584410787254829,0.9629
Filip Haring,0.800073263954487,0.6772
Filip Ochedzan,0.8632173199930095,0.7725
Flavio Wisniacki,0.9146064666763495,0.8672
Florescu Codrut Constantin,0.8971454753077304,0.8327
Florian Gatterer,0.8638167584956689,0.7733
Florian Jenni,0.5743235955267549,0.3807
Floryan Eugene,0.9267592820275029,0.8946
Flávio Bezerra,0.9001385790561119,0.8404
Francesco Bettalli,0.5687153791948281,0.3755
Francesco Sonis,0.9712929600824154,0.9866
Francisco Ferrari Pironti,0.6633286465064773,0.4872
Francisco Fiorito,0.9328523155627366,0.9058
Francisco Javier Muñoz,0.550371361269949,0.3555
Francisco Orantes Taboada,0.34707634305109625,0.1826
Francisco Silva Gonzalez,0.9077784109257279,0.8557
Franciszek Sernecki,0.35468221334229494,0.1878
Franck Steenbekkers,0.8807909165627311,0.8022
Franco Manteiga,0.7999135406186305,0.6757
Frank Buchenau,0.4416021546398238,0.2527
Frankie Badacsonyi,0.7168295877537474,0.5584
Frederick Waldhausen Gordon,0.9355200075204338,0.9106
Frederico Matsuura,0.8298121071886566,0.7232
Frederik Svane,0.5412613017857668,0.3473
Frode Elsness,0.19335481458128315,0.079
Fruzsina Szente-Varga,0.7440729249261813,0.5974
Fy Antenaina Rakotomaharo,0.5578989341245393,0.3659
GERARDO MARIN,0.9152582745615063,0.8679
GIRINATH PDS,0.5039472614975324,0.3087
Gabor Nagy,0.37666433068659644,0.2019
Gabriel Carckeno Do Carmo,0.9343723123848362,0.9091
Gabriel Gonzaga Garcia,0.1522496838096562,0.059
Gabriel Gähwiler,0.9826887776518582,0.9967
Gabriel Lenoir,0.8895619807520625,0.8178
Gabriel Petesch,0.7082200077775018,0.544
Gabriel Voiteanu,0.7686961319881286,0.6286
Gahan MG,0.2631380408108916,0.1221
Gaioz Nigalidze,0.9124775644318671,0.8638
Galina Novikova,0.19969175475892173,0.0831
Gara Balajaev,0.9290749025790832,0.8972
Garnik Nersesyan,0.58774998687149,0.4004
Garrett Smith,0.9651740100221937,0.9755
Garv Gaur,0.5766009490235664,0.3848
Gary Leschinsky,0.9412794931446488,0.925
Gasan Guliev,0.3605775859827452,0.1922
Gastón Martin,0.8393361342927342,0.7351
Gata Kamsky,0.9616933439965148,0.9696
Gaurang Bagwe,0.3837457699352006,0.21
Gawain Maroroa Jones,0.546684149420144,0.351
Gellert Karacsonyi,0.02795821800440499,0.0059
Gennady Kozlov,0.8065476427935646,0.6865
Geordie Derraugh,0.4728015993710309,0.2816
Georg Seul,0.8877584242514759,0.8148
Georg Von Buelow,0.8480350339346794,0.7484
George Danzer,0.7154239780188364,0.5547
George Stoleriu,0.567390763520517,0.374
Georgi Orlov,0.9181227124298555,0.8779
Georgijs Germanovs,0.23343292461672385,0.0972
Georgios Alexandros Kouskoutis,0.8580322441122737,0.7655
Georgios Kanakaris,0.7620631081303844,0.6174
Georgios Souleidis,0.9676087061105209,0.9796
Gerardo Antonio Gracia Alvarez,0.8276135077638698,0.7199
Gerardo Fernandez,0.915422299903414,0.8694
Gergana Peycheva,0.6689326711967739,0.495
German Bazeev,0.9503625232206152,0.9469
German Spata,0.588793341855406,0.4026
Germán Della Morte,0.8666995272313525,0.777
Gerodot71,0.944389781547264,0.9317
Gerson Príncipe,0.8560674372063091,0.7618
Gevorg Harutjunyan,0.055897064681465713,0.0212
Gianmarco Leiva,0.4474151141989008,0.2601
Giannis Kalogeris,0.8080120109608309,0.6894
Giga Quparadze,0.48685655021524293,0.295
Gil Popilski,0.5286368529138606,0.3354
Gilbert Elroy Tarigan,0.32387034617376437,0.1644
Giorgio Belli,0.6010424142651049,0.4141
Giovanna Arbunic Castro,0.9392635262458281,0.9206
Giovanni B Tavares Da Silva,0.732666897943575,0.5788
Giovanni Marchesich,0.8910458817291239,0.8212
Girish Koushik,0.5152424171332421,0.3206
Gisela Roque Sola,0.9480564875627715,0.941
Giulia Sala,0.9222878292551894,0.8865
Gizem Olcayoz,0.9112524075540633,0.8609
Glaucio Cella,0.049882215262246433,0.0193
Gleb Dudin,0.9208625590107365,0.8839
Glek_Igor,0.6753950636524637,0.5028
Gloomy_Wanderer,0.7302499572904191,0.5759
Gnel Melikyan,0.7782245936505918,0.6434
Goltsev Dmitry,0.12347955833254791,0.0482
Gonzalo Navarrete,0.029122953485788555,0.0063
Graham Horobetz,0.6568534241715616,0.4776
Grayson Rorrer,0.5942477407447434,0.4067
Greg Shahade,0.1244867769627838,0.049
Grigor Dilanyan,0.6754800773546457,0.5039
Grigor Grigorov,0.5340000204271739,0.341
Grigoriy Oparin,0.8397069538880706,0.7358
Grigoriy Sharankov,0.2931616599611108,0.1403
Grigory Seletsky,0.908036480783411,0.856
Grzegorz Kopacz,0.8798135918953497,0.7993
Grzegorz Nasuta,0.7497201329623822,0.6037
Grzegorz Toczek,0.7629650067629298,0.6193
Guadalupe Montano Vicente,0.9335021947895263,0.9065
Guerau Masague Artero,0.9306896142825603,0.9006
Guillermo Baches Garcia,0.37788100554484316,0.2041
Guillermo José Llanos,0.7790888799989235,0.6445
Gukesh D,0.6058128858330843,0.4215
Guliskhan Nakhbayeva,0.690251184218224,0.5239
Gulrukhbegim Tokhirjonova,0.5462209572862399,0.3503
Gumersindo Fernandez Garcia,0.5596729957360111,0.3673
Gunay Mammadzada,0.6376064925265359,0.456
Gunnar Lund,0.8923544028644466,0.8252
Gustavo Eduardo Nunez V,0.7329769759765327,0.5792
Gustavo Horokoski De Souza,0.966690401656529,0.9788
Gyula Pap,0.5625102074844166,0.3699
HRVOJE FAJDETIĆ,0.7879761169130686,0.6605
Haik Martirosyan,0.9008213803227294,0.8423
Hajiyev Kanan,0.6620751999350446,0.4853
Halldor Gretar Einarsson,0.9371316358310594,0.9154
Halsagar Chincholimath,0.4269794739410104,0.2453
Hamed Wafa,0.4485092317764658,0.2612
Hamidreza Ebrahimi Herab,0.30015305288414307,0.1429
Hampus Sorensen,0.906062225448428,0.8523
Han Schut,0.3135057585561095,0.1532
Hanna Wesołowska,0.8679082206579902,0.7792
Hans Niemann,0.8859899092853004,0.8115
Haowen Xue,0.30363210486520475,0.1451
Harald Schmidt,0.8090888224327835,0.6928
Harika Dronavalli,0.34056436266795487,0.1781
Harold Wanyama,0.917730800863699,0.8772
Harry Cun,0.3556927101485523,0.1885
Harry Grieve,0.7423051467749213,0.5933
Harsha Bharathakoti,0.8470591938492438,0.7469
Harshavardhan GB,0.7785197674148875,0.6438
Harshin Reddy Jagirapu,0.43277953045031775,0.2482
Hasan Atis,0.6720703291457503,0.4994
Havard Haug,0.08079668776265565,0.0319
Hayk Yeritsyan,0.8923125322725209,0.8249
HeartAblaze,0.123159355537283,0.0479
Heinz Georg,0.8996649787041363,0.8382
Henning Holinka,0.7525449960694167,0.6078
Henrik Cernov,0.19631076307507944,0.0809
Henrique Barbosa Veloso,0.5475670239437538,0.3521
Henrique M A Albergaria Paiva,0.7332025385879376,0.5803
Henry Deng,0.41598786732608817,0.2375
Henry Roger Lopez,0.9623571708651527,0.9699
Henryk Seifert,0.67547130657974,0.5035
Hernan Ramon Filgueira,0.9461984049807721,0.9347
Hikaru Nakamura,0.9632648056451257,0.9711
Hoang Thi Bao Tram,0.9067418811949104,0.8542
Hong Anh Nguyen,0.3195928850834376,0.1592
Hovik Hayrapetyan,0.3096990104589465,0.1518
Hrant Melkumyan,0.696910983730058,0.5299
Hubert Zieba,0.5775359071720614,0.3859
Hugo Guillemette,0.6497861429625846,0.4712
Hugo Wernberg,0.8025310519592835,0.6809
Hui Li,0.20466967181057374,0.0865
Humberto L. Blanco Ronquillo,0.5240982406450984,0.3325
Huseyin Said Deveci,0.7016184716850445,0.5365
Héctor Elissalt Cardenas,0.855740682166808,0.7614
IULIAN NECULA,0.9230002700288902,0.8879
Ian Dzhumagaliev,0.5164773724082934,0.3239
Ian Harris,0.510079162557141,0.3154
Ian Nepomniachtchi,0.477086142145846,0.2861
Ian Ocampos,0.4742292363304973,0.2831
Ieuan Ward,0.8692725032010875,0.7822
Ignacio Gago,0.5522949814208278,0.3584
Ignacio Sainz Aguirre,0.9201050784019461,0.882
Igor Bjelobrk,0.8830728940881306,0.8067
Igor Da Paz Palácio,0.9541029391152449,0.9555
Igor Gulkov,0.8997334663879741,0.8386
Igor Janik,0.9403031473803779,0.9228
Igor Kovalenko,0.8658904855109929,0.7751
Igor L. Vakhlamov,0.11222061271683774,0.0442
Igor Lutz,0.9314529939005041,0.9035
Igor Lysyj,0.576482873161163,0.384
Igor Miladinovic,0.18268312213489912,0.0735
Igor Vershinin,0.6695126506742655,0.4961
Igor Wilk,0.5251334756530464,0.3328
Ihor Samunenkov,0.3402147162947172,0.1777
Ihor Vypkhaniuk,0.798498753899739,0.6746
Ilamparthi A R,0.6538860430105666,0.4753
Ilan Schnaider,0.029134133441490056,0.0067
Ilan Vardi,0.9825513514750799,0.9963
Ildar Idrisov,0.6043032038658298,0.4186
Ilija Stanojevic,0.663737283934474,0.4883
Ilja Biriukov,0.9430905650163208,0.9299
Ilja Haitin,0.529651440171957,0.3373
Ilja Sirosh,0.25615026230436216,0.115
Iljya Grigorjev,0.1614854133099265,0.062
Ilya Gruzman,0.9306573071968216,0.9002
Ilya Gutkin,0.741926189363696,0.5929
Ilya Khakhinov,0.7714352635296989,0.6338
Ilyass Msellek,0.8069683037822873,0.6876
In Hei Henry Ho,0.8440321465630959,0.7436
In Vau,0.706126231347545,0.5425
Inayat Bolat,0.2008354841693251,0.0835
Ind1anStar-inactive,0.8368575287772757,0.7317
IndianGrandmaster13,0.260032743542381,0.1191
Indy Southcott-Moyers,0.251730093717978,0.1113
Inigo Riveiro,0.7802301316008584,0.646
Iniyan P,0.9014030618403392,0.8438
Ioan Rees,0.7229994718662687,0.5677
Irene Sukandar,0.48945577962766534,0.2965
Irina Bulmaga,0.8681779824710711,0.7796
Irina Mikhaylova,0.6752460705227128,0.5024
Irina Petrova,0.569819866702826,0.377
Isaac Chiu,0.8090754022874819,0.6924
Isaak Parpiev,0.49749495855273046,0.3017
Isabelle Tamarozi,0.6438657021811504,0.4631
Isak Storme,0.5100694441265009,0.315
Isaque Goncalves Santos,0.968081790528425,0.9814
Ishvi Aggarwal,0.8216635317993047,0.7098
Ismael Gimenez,0.5474776097426949,0.3518
Ismayil Shahaliyev,0.5265010185431696,0.334
Israel Caspi,0.40406141255959727,0.2245
Isuru Alahakoon,0.23917029425896413,0.1013
Italo Romero,0.9683951630444755,0.9822
Itay Sitbon,0.06815466744279636,0.0263
Itgelt Khuyagtsogt,0.44713154684621886,0.2586
Iulian-Ioan Taras,0.7780459345605794,0.643
Iung Alicio de O. Pinheiro,0.7094425528096722,0.5451
Ivan Aldokhin,0.46961699430974246,0.2794
Ivan Andrade,0.9284339348189926,0.8965
Ivan Ivanisevic,0.5788845246562246,0.3878
Ivan Kalajzic,0.775900389700432,0.6393
Ivan Kochiev,0.32796441978458646,0.1673
Ivan Krylov,0.6373195481912719,0.4557
Ivan Kubatko,0.400754701047513,0.223
Ivan Martic,0.6283503890823562,0.4456
Ivan Mezentsev,0.8148861121528534,0.7035
Ivan Paquico Rodriguez,0.9158956429330345,0.8705
Ivan Povshednyi,0.6273217884077149,0.4445
Ivan Provotorov,0.24339248693760038,0.1039
Ivan Stankovic,0.927061210247113,0.895
Ivan Vihor Krsnik Cohar,0.1706747121369933,0.066
Ivan Yeletsky,0.1817006310966378,0.0727
Ivan Zemlyanskii,0.6031096099984821,0.416
Ivashentseva Dominika,0.46510517477230406,0.275
Iwo Godzwon,0.6232715500213228,0.4393
Iwo Karolczuk,0.8515448175684899,0.7529
J,0.9161638565207058,0.872
Jaan Ehlvest,0.932209416750883,0.9046
Jacek Stachanczyk,0.7629401090034476,0.6189
Jack Mizzi,0.25466510407238974,0.1143
Jack Rodgers,0.6881525356727289,0.5206
Jacob Dreelinck,0.49212657604545085,0.2983
Jacob Flynn,0.9475795792891724,0.9395
Jacob Templen Grave,0.7216678674572397,0.5651
Jacorey Bynum,0.7866854263684897,0.6586
Jacques Muller Luxama,0.6677748002742543,0.4924
Jaime Rodriguez Santiago,0.8839327182535802,0.8089
Jaime Santos Latasa,0.9523239079755095,0.9521
Jaime Vaglio,0.9284596678736333,0.8968
Jaiveer Mahendru,0.7219123485640775,0.5655
Jaka Brilej,0.8739852575487932,0.7911
Jake Darmanin,0.3695959173064039,0.1974
Jake Kleiman,0.7015195952918946,0.5362
Jake Shanty,0.49847222989687967,0.3028
Jakhongir Vakhidov,0.4541308452013094,0.2657
Jakob Leon Pajeken,0.5443722549107246,0.3484
Jakob Postlmayer,0.8722280557619158,0.787
Jakob Weihrauch,0.4243489880651648,0.2427
Jakub Borawski,0.555107996984084,0.3625
Jakub Chyży,0.5264853970995271,0.3336
Jakub Fus,0.5758030876071172,0.3829
Jakub Kosakowski,0.06890517185516828,0.0267
Jakub Kusa,0.30251949220335356,0.1443
Jakub Luberanski,0.17396440918319125,0.0675
Jakub Pulpan,0.48428116863119985,0.2935
Jakub Seemann,0.6619815108287573,0.4846
Jakub Suder,0.8972156608892913,0.8334
Jaloliddin Ilkhomi,0.3318813675259349,0.1699
James Allen,0.9263804835928573,0.8935
Jan Boder,0.8785132878439945,0.7978
Jan Enrique Zepeda,0.7694149221422407,0.6301
Jan Gustafsson,0.24070398485855798,0.1017
Jan Helmer,0.7131776130815647,0.551
Jan Jodilyn Fronda,0.6836047492244626,0.5128
Jan Klimkowski,0.7816237771247606,0.6475
Jan Kokoszczynski,0.8647063150023666,0.7737
Jan Malek,0.7865440640866405,0.6583
Jan Marn,0.8524017937837775,0.7547
Jan Murawski,0.5992365577739833,0.4115
Jan Petr,0.8060910098999428,0.6857
Jan Roebers,0.5797369596846036,0.3907
Jan Subelj,0.7338515606975118,0.5811
Jan Zienkiewicz,0.6153796304576719,0.4308
Jan-Krzysztof Duda,0.8475503463866568,0.7477
Jann-Christian Tiarks,0.5632486800927804,0.3714
Jarmo Hartikainen,0.34090656811722414,0.1792
Jaroslav Sobek,0.9304156650289388,0.8991
Jason Morefield,0.6481064874184513,0.469
Jasper Rom,0.8147806278053439,0.7028
Javier Benitez,0.6854324918851623,0.5173
Javier Buenafé Moya,0.7753203287912998,0.6382
Javier Quispe Santacruz,0.8761849489499621,0.7952
Javier Ruiz Vazquez,0.567763067491296,0.3748
Javohir Bozorov,0.7704715597613169,0.6323
Javokhir Sindarov,0.7965065300956684,0.6712
Jay Bonin,0.7467907105333939,0.6004
Jean Marco Cruz Mendez,0.9415103195915518,0.9258
Jean Meunier-Pion,0.17456240709889856,0.0679
Jean-Christophe Martine,0.6842593311320397,0.5147
Jeet Jain,0.8627768945029299,0.7711
Jeevan Karamsetty,0.733051012394255,0.58
Jeff Quirke,0.7991577493947767,0.6753
Jeffery Xiong,0.6026713948630618,0.4156
Jeffinho023,0.8092767418381703,0.6935
Jemal Ovezdurdyeva,0.6696966632848949,0.4965
Jennifer Perez Rodriguez,0.5498676630308708,0.3544
Jenny Astrid Chirivi Castiblanco,0.766876643849388,0.626
Jens Albert Ramsdal,0.48846143355704613,0.2961
Jens E Ingebretsen,0.3771664062521242,0.2026
Jens Hirneise,0.6067463103835025,0.4223
Jerzy Jesús Perez Leiva,0.6845237206598824,0.5154
Jerzy Slaby,0.6249590388756389,0.4416
Jesper Kjaergaard-Jensen,0.5856845744537506,0.3967
Jesper Lauridsen,0.04804286014766666,0.0174
Jesus Alberto Alcazar Jimenez,0.6361948908171313,0.4538
Jesus Martin Duque,0.762718689610917,0.6182
Jesús Alberto Coca Cubillos,0.9525398459521661,0.9529
Jesús Manuel Vargas Pereda,0.8873499406027158,0.8137
Jia Haoxiang,0.7679032375807131,0.6271
