Name,Solid_Style_Prob,Solid_Style_Score
Jesús Alberto Coca Cubillos,0.15803944939984177,0.1032
Jesús Manuel Vargas Pereda,0.40793843663926205,0.3963
Jia Haoxiang,0.617733880875758,0.6872
Jiner Zhu,0.39604734012873694,0.377
Joa Max Bornholdt,0.20494963347613523,0.1451
Joachim Mouhamad,0.6440265819761436,0.7169
Joakim Nilsson,0.3768883629533212,0.3544
Joao Avalos,0.1344291867785322,0.082
Joao Batista Dias,0.2687496619942113,0.2234
Joaquin Fiorito,0.055422096448103766,0.0152
Joaquin Rodrigo Jimenez,0.2154061427444983,0.1566
Joey Grochal,0.5245382074605813,0.5647
Johan-Sebastian Christiansen,0.05816431763955311,0.0167
Johann Hjartarson,0.29147234455733645,0.2542
John Bartholomew,0.6626065133928912,0.7458
John Curtis,0.791517872410809,0.8801
John Funderburg,0.4859228669880844,0.5091
John Merriman,0.39248836937350084,0.3725
John S. White,0.19523617161750176,0.1325
Johnathan Bakalchuk,0.20992372039072887,0.1492
Jonah Willow,0.16744749964835984,0.1117
Jonas Bjerre,0.8201308553791936,0.9065
Jonas Eilenberg,0.5994473339376402,0.669
Jonas Gallasch,0.45390350586955525,0.459
Jonas Wyss,0.624658731872348,0.6957
Jonathan Blackburn,0.6654384435994484,0.7484
Jonathan Dourérassou,0.18042156754805844,0.1228
Jonathan Hrach,0.42456241398438516,0.4174
Jonathan Pein,0.5649879778563639,0.6223
Jonathan Subervi,0.08872878837666136,0.0397
Jonathan Yedidia,0.3914587297463285,0.3711
Jonny Cueto,0.20792009538631667,0.1466
Jorden Van Foreest,0.8488463251756972,0.9273
Jorge Carlos Antonio,0.5773107228414723,0.6371
Jorge Soto Vega,0.4065428013227135,0.3937
Jose A. Hernandez Izquierdo,0.49942766158148927,0.528
Jose Antonio Garrido Diaz,0.29839991350804956,0.2609
Jose Antonio Herrera Reyes,0.10885240874750028,0.0601
Jose Camacho Collados,0.6641679533349993,0.7473
Jose Esteban Marin Masis,0.38097973584376377,0.3607
Jose Felix Calvo Gonzalez,0.5499478946343533,0.5996
Jose Fernando Cuenca,0.8072001943193067,0.8961
Jose Gabriel Cardoso,0.7266193499819058,0.8141
Jose Garcia Molina,0.24132119756444625,0.1918
Jose Guilherme Barria Santos,0.2565154452659907,0.2115
Jose Javier Gonzalez Castillo,0.4026258377802015,0.3866
Jose Martinez,0.7453056384164156,0.833
Jose Rafael Gascon,0.7665954218357962,0.8564
Josefine Heinemann,0.5550070849421456,0.6074
Josep Lacasa Diaz,0.7762001041876767,0.8649
Josep Ruscalleda,0.2187403383210939,0.1618
Joseph Bellissimo,0.06657528943035072,0.0208
Joseph Girel,0.09842850111674031,0.0497
Joseph Levine,0.3800149134929559,0.3592
Joseph Zeltsan,0.22275243724309193,0.1659
Joshua Colas,0.5103136195345338,0.544
Josue Araujo Sanchez,0.2386648532699013,0.1889
José Carlos Ibarra Jerez,0.6684899340252164,0.7506
José Francisco Veiga,0.5615296495173046,0.6174
José Remolar,0.2649588430681991,0.2208
José Renato Ruiz Maranhão,0.4756377264127341,0.4917
Jovana Srdanovic,0.20531524288945108,0.1455
Joy Romany,0.48281006561393136,0.5058
JozefKneht,0.24453864002535614,0.1944
Juan Alberto Gomez Aguirre,0.6979856162614719,0.7837
Juan Antonio Urbina Perez,0.7659234526087525,0.8553
Juan Carlos Mesa Cruz,0.5316818987405116,0.574
Juan Carlos Ricaurte Lopez,0.6511732842969687,0.7276
Juan Cruz Arias,0.2236972517376345,0.1677
Juan David Becerra Morales,0.8091920420524493,0.8972
Juan David Lopez Perdomo,0.18423126186760191,0.1269
Juan Fernando Aguilar Novoa,0.684179201226247,0.7659
Juan Manuel Aranda,0.2769074065770717,0.2382
Juan Manuel Garcia Almaguer,0.5850316530097386,0.6449
Juan Pablo Demaría,0.45523383376298004,0.4605
Juan Rottenwohrer Suarez,0.7474431325140979,0.8345
Juan Sebastian,0.23640345068832738,0.1833
Juan Sebastian Melian,0.36474307809744605,0.3377
Judah Nathan Levitan,0.340740223781708,0.3102
Jude Shearsby,0.17199608039740713,0.1147
Jules Moussard,0.5040985686247128,0.5354
Julia Elizabeth Sloan,0.20833737621511564,0.1473
Julia Tsukerman,0.22029305032407503,0.1629
Julian Antonio Rojas Alarcon,0.3056132415208608,0.2709
Julian Colville,0.48237270556169937,0.5046
Julian Estrada,0.9456609448206219,0.987
Julien Dubreuil,0.5607127187723997,0.6163
Julio Antonio Hernando Rodrigo,0.5408689956313693,0.5874
Julio Cesar Diaz Rosas,0.1416511748022687,0.0898
Jun Ying Tan,0.17691993378177734,0.1199
Jun Zhao,0.8328455534234024,0.9158
Jung Min Seo,0.5408688132661134,0.587
Junior Tay,0.2689400652235693,0.2245
Justin Blackman,0.052457453518642574,0.0137
Justin Chen,0.7788844289623815,0.8683
Justin Liang,0.5921302535055244,0.6575
Justin Sarkar,0.659701914692874,0.7403
Justin Storm,0.25341559970104377,0.2067
Justo Reinaldo Chemin,0.6549091752531663,0.7325
Jéssica Trindade Hubner,0.24119597085953734,0.1915
József Mátyás Herpai,0.16703593025350438,0.1113
K Priyanka,0.6562600100968743,0.7347
Kaan Kucuksari,0.5623788894055922,0.6189
Kaan Ozcan,0.37698156171549074,0.3547
Kacper Drozdowski,0.7024711895470589,0.7892
Kacper Karwowski,0.8859352643493894,0.9551
Kacper Piorun,0.10926737924449045,0.0605
Kacper Polok,0.438605628012832,0.4371
Kacper Tomaszewski,0.755441936874593,0.8438
Kacper Ugorek,0.4519398522538042,0.4571
Kadir Soria Delgado,0.7028649116562391,0.7904
Kaganskiy Gleb,0.619459055631072,0.6894
Kaiser Luiz Mafra,0.33958377509937754,0.3087
Kaivalya Sandip Nagare,0.48638964436393134,0.5121
Kalyani Sirin,0.4662086227401363,0.4772
Kamal Aghasiyev,0.7522437173577703,0.8401
Kamil Warchoł,0.592294145028349,0.6579
Kanishka Bhatia,0.14858443951055741,0.0957
Karina Ambartsumova,0.5980679264254791,0.6664
Karina Ivanova,0.6843677004840677,0.7666
Karl Bowden,0.6436040909530165,0.7161
Karl-Emil Elmer Nielsen-Refs,0.3478181072603538,0.3206
Karol Kucza,0.7607584239011376,0.8497
Karsten Hansch,0.7259625674801274,0.8134
Karsten Schulz,0.8522562627046681,0.9291
Karsten Schuster,0.6190949745769128,0.6891
Karthik Rajaa,0.673118945347117,0.7551
Karthikeyan Murali,0.6940084856908404,0.7777
Kashish Jain,0.7774685886748778,0.8668
Kaspar Kappeler,0.2230251674934495,0.1662
Katarzyna Dwilewicz,0.685466956817717,0.7681
Kateryna Lagno,0.5428289075931679,0.5915
Katharina Reinecke,0.327450046090134,0.2942
Kaua Marques Silva,0.2125576299123368,0.1529
Kavyev_Ruslan,0.5962933011588801,0.6638
Kayden Troff,0.6665564294874893,0.7495
Kazybek Nogerbek,0.7578281235858615,0.8449
Keaton Kiewra,0.6451220079839903,0.7202
Keith Jeffrey Khumalo,0.17156764706665437,0.1139
Kelsey Liu,0.3607269098214513,0.3332
Kelvin Sánchez,0.6568580760135163,0.7362
Kemal Bashirov,0.32474959929877634,0.292
Kemel Antonio Gallo García,0.5161979190068047,0.5536
Ken Arnold,0.8093210081711437,0.8976
Kerem Tinmaz,0.8435125468295949,0.9239
Kerry Stead,0.3965022154316272,0.3777
Ketevan Arakhamia-Grant,0.34238253965389653,0.3121
Keti Tsatsalashvili,0.1607454256457291,0.1054
Kevin Bordi,0.76369989455351,0.8538
Kevin Chor,0.08912674899826592,0.0404
Kevin Cupid,0.3615407622357691,0.334
Kevin Davidson,0.5759659489933144,0.636
Kevin George,0.5838656824776567,0.6434
Kevin Joel Cori Quispe,0.3693876888334126,0.3432
Kevin Noboa Silva,0.55346092417517,0.6048
Kevin Yang,0.5004639200682514,0.5299
Khagan Ahmad,0.818768204000731,0.9046
Khumoyun Begmuratov,0.3709111323195066,0.3455
Kiborg95,0.5304649876081349,0.5729
Kim Sergey,0.2524240187831627,0.2048
Kim Yew Chan,0.38883694160565085,0.3692
Kingsman132,0.5821370483234665,0.6423
Kiren Vivek Nasta,0.47179281400372364,0.485
Kirill Alekseenko,0.3718843128886845,0.3473
Kirill Klukin,0.687230002726521,0.7707
Kirill Kotlyar,0.11243312455109296,0.0631
Kirill Kozionov,0.6013695117590581,0.6701
Kirill Kuderinov,0.336687775729117,0.305
Kirk Ghazarian,0.7151753151000009,0.8048
Kjell Petersson,0.15590201552064403,0.1006
Klementy Sychev,0.4244270292852822,0.4171
Klendi Zeneli,0.3300061057754779,0.298
Kler Çaku,0.270372592665056,0.2282
Klára Kovács,0.1557666275473954,0.1002
Koen Leenhouts,0.8836319222933963,0.9529
Komal Kishore Pothuri,0.4769444626136602,0.495
Konstantin Bazarov,0.3111983744173479,0.2776
Konstantin Begunov,0.6309995797988902,0.7058
Konstantin Borsuk,0.7339494422489686,0.82
Konstantin Egorov,0.27209691625619853,0.2312
Konstantin Garagulya,0.6516512944036245,0.7284
Konstantin Loy,0.8946526057242596,0.9614
Konstantin Popov,0.7903573131126549,0.8787
Konstantinos Markidis,0.7550702356621135,0.843
Konstnatin Andreev,0.12131457012962779,0.072
Koorosh Bahmani,0.25950590507993426,0.216
Koosha Jaferian,0.4839856527511005,0.5072
Korun Gulamirian,0.3254161626489219,0.2924
Kosma Pacan-Milej,0.8591607453115475,0.9332
Kostya Kavutskiy,0.45694398940100855,0.4631
Krikor Sevag Mekhitarian,0.891260471964873,0.9599
Krishna Nathan,0.1447098681835128,0.0924
Kriti Patel,0.11829253017199995,0.0679
Krzysztof Budrewicz,0.4685941006496779,0.479
Krzysztof Jakubowski,0.10584066094786779,0.0568
Kshatriya Vekhande,0.5983344171888181,0.6672
Kuzmicz Krystian,0.13929827509852136,0.0865
LUIS MIGUEL FLORESVILLAR,0.5902406294638712,0.6545
Ladislav Langner,0.840056455370234,0.9217
Lagmantr,0.7083662071722875,0.7974
Lakshmi C,0.250392673680294,0.203
Lala Huseynova,0.29357126828683655,0.2571
Lamine Brahami,0.33175442000727123,0.3002
Lars Andreassen,0.38082294129927174,0.3603
Laura Viñolas,0.14942316226352634,0.0961
Laurin Jahnz,0.5858788919040138,0.646
Lawrence Trent,0.7045949498285549,0.7937
Lazaro Lorenzo De La Riva,0.3383943076543613,0.3065
Le Thao Nguyen Pham,0.9193251058394567,0.9744
Leancy Beatriz Fernandez Bustamante,0.18299335319697424,0.1258
Leandro Formes De Arruda,0.32716462569309945,0.2939
Leandro Jiménez,0.6998071655563469,0.7855
Leandro Krysa,0.6685692445026873,0.751
Lefong Hua,0.6142272061506417,0.682
Leinier Dominguez Perez,0.6295917644784718,0.7024
Lenaerts Lennert,0.8663994490231135,0.9373
Lenin Guerra Tulcan,0.7661330246384456,0.856
Lenka Ptacnikova,0.4463938767667324,0.4486
Lennis Martinez Ramirez,0.6532430902345052,0.7299
Leo Crevatin,0.6147560533167093,0.6831
Leo Valle Luis,0.035149317753279626,0.0071
Leon Livaic,0.78860816580687,0.8772
Leon Luke Mendonca,0.4116877333420209,0.4015
Leon Mazi,0.3880243495978581,0.367
Leonardo Duarte,0.4194417697952263,0.4108
Leonardo Tristan,0.9087707845252575,0.9666
Leonardo Valdés,0.4274565058050778,0.4212
Leonardo Vincenti,0.2760197606383578,0.2371
Leonid Guerb,0.5758199797616393,0.6353
Leonid Nozdrachev,0.6216036738551629,0.6924
Leonid Sokolin,0.6863892183292093,0.7696
Leonid Starozhilov,0.9318091083049345,0.9814
Leslie Carolin Torres Hernandez,0.6147315709167707,0.6827
Lev Zverev,0.024187917187724596,0.0033
Levan Pantsulaia,0.3152097152391048,0.2805
Levente Miszler,0.16453807933753536,0.1095
Levon Aronian,0.5223909708158719,0.5614
Levy Rozman,0.3607883956063488,0.3336
Lewis Martin,0.46198097893259604,0.4731
Liam Baruch,0.4099577332406999,0.3993
Liam Putnam,0.32669196664225236,0.2935
Lianet Diaz Garcia,0.5346477642460664,0.5777
Licael Ticona,0.7450538344681545,0.8327
Liem Le,0.838121932706685,0.921
Lile Koridze,0.13987317246759934,0.0876
Lilia Fuentes,0.5488151313072395,0.5981
Lilit Mkrtchian,0.5739104153033063,0.6319
Lily Jeanette Duarte Cramer,0.40808087642203555,0.397
Linus Olsson,0.4991424203813984,0.5276
Linxi Zhu,0.33094271975964595,0.2994
Liwia Jarocka,0.5816647052925108,0.6412
Liya Kurmangaliyeva,0.10035406474113442,0.0519
Loay Sameer,0.16057235912304968,0.105
Logan Clark Shafer,0.6426552972726524,0.7147
Logman Guliev,0.37786089876513385,0.3573
Loic Travadon,0.10281147501897217,0.0538
Looi Xin Hao,0.5393878648613507,0.5859
Lorenzo Perea Fruet,0.30469852724835655,0.2694
Loris Tavernier,0.32884897205652347,0.2968
Lovro Novosel,0.23794458666855492,0.1863
Lubov Markelova,0.5808993496600114,0.6404
Luca Albertini,0.24470804154639642,0.1948
Luca Ernst,0.5100289680543388,0.5432
Luca Moroni Jr,0.681111002892721,0.7629
Luca Silva,0.11440223078124392,0.0653
Luca Suvorov,0.46051709849001793,0.4701
Lucas Aguiar Cunha,0.23985268089051037,0.19
Lucas Aparecido Oliveira Dos Santos,0.3709325126583717,0.3458
Lucas Cumpe,0.703636708774082,0.7922
Lucas DI NICOLANTONIO,0.37372590521032695,0.351
Lucas Do Valle Cardoso,0.3981640183569463,0.3811
Lucas Foerster-Yialamas,0.3149066642769525,0.2801
Lucas Liascovich,0.8161791245185906,0.9024
Lucas Pereira Mendes Da Silva,0.17556483642082116,0.1187
Lucas Ranaldi,0.6070374294961114,0.6776
Luciano Justi Antunes,0.40099657473817285,0.3837
Lucius Melillo,0.7983116886367402,0.8861
Ludvig Carlsson,0.9764679323160692,0.9981
Luis David Jimenez Almeida,0.24172563286152898,0.1922
Luis Eduardo Ballester Llagaria,0.6842811261472111,0.7662
Luis Enrique Valle Maytin,0.19541942895165493,0.1328
Luis Eusebio Oro,0.06286969542802985,0.0197
Luis Fernández Siles,0.3428880769711511,0.3132
Luis Galego,0.5794404243370769,0.639
Luis Guillermo Antúnez Soler,0.3785770865586544,0.3584
Luis Manuel Perez Rodriguez,0.4476510760491285,0.4501
Luis Roque,0.5751523817470336,0.6338
Luiz Araujo,0.2248956345686898,0.1688
Luka Paichadze,0.09312414512685206,0.0449
Lukasz Jarmula,0.49593815795188156,0.5239
Lukasz Swiatlowski,0.21415376022169846,0.1555
Lázár Mátyássy,0.778953353861346,0.8686
MF Pablo Alexander Ruiz Aguilar,0.43609655807671716,0.4338
MI Marcelo Playa,0.33531163389514684,0.3035
MIJuanReyesRosa,0.4914800690947193,0.5184
MN Vinicius Saito,0.29316953521483147,0.2564
MYMChessAcademy-inactive,0.13628808356244695,0.0835
Maciej Czopor,0.5907989605095824,0.6557
Maciej Klekowski,0.03880704927051006,0.0085
Maciej Sroczyński,0.2140721133820259,0.1551
Maciej Świcarz,0.2716668717553115,0.2308
Madara Golsta,0.2712343942402696,0.2301
Mads Vestby-Ellingsen,0.619775172545457,0.6902
Maftuna Bobomurodova,0.25876162854324225,0.2137
Magnus Carlsen,0.9476519572451769,0.9885
Mahammad Muradli,0.5887502148593102,0.6519
Mahdi Gholami Orimi,0.2011173213985364,0.1403
Mahel Boyer,0.6951305764407517,0.7792
Mahmoud Alhadad,0.6983010463954098,0.784
Mai Narva,0.6380077283061777,0.7109
Maka Purtseladze,0.7817197761536516,0.8709
Maksim Chigaev,0.8786414993118921,0.9477
Maksim Ivannikov,0.1746702197291427,0.118
Maksim Tsaruk,0.6999170626246887,0.7859
Maksim Volkov,0.20405418687787172,0.1432
Maksim Zhukov,0.4879648158956359,0.5161
Maksims Golubovskis,0.24820280359622243,0.2007
Maksym Dubnevych,0.19561901783348573,0.1332
Maksym Goroshkov,0.6562802965775842,0.7351
Maly Alexey,0.15520734316738147,0.0994
Malyi Viacheslav,0.7718182140296634,0.8579
Mamedov Edgar,0.5407907696905573,0.5866
Mamikon Gharibyan,0.7808431650151978,0.8698
Manoj Mishra,0.36692854305895783,0.3406
Manolache Marius,0.5723165263159448,0.6304
Manuel Petrosyan,0.87245714755765,0.941
Manvel Arakelyan,0.318580457538704,0.2868
Marat Denishev,0.5621209777739925,0.6186
Marat Gilfanov,0.5376140501719331,0.5822
Marc Balague Camps,0.08867326970675565,0.0393
Marc LLari,0.55650319907684,0.6082
Marc Lonoff,0.4498682694448183,0.4534
Marc Morgunov,0.749985781700745,0.8367
Marcel Beulen,0.8864150837190365,0.9558
Marcel Petersen,0.7628280526106671,0.8534
Marcel Winkels,0.2377037358905568,0.1855
Marcell Szabo,0.5877607520573079,0.6494
Marcelo Jorquera,0.5441233140103765,0.5941
Marcelo Villalba,0.24279472668877222,0.1933
Marcin Krzyżanowski,0.6272584324734284,0.6998
Marcin Molenda,0.19834278223474774,0.138
Marcin Sieciechowicz,0.8837444644208297,0.9532
Marco Cattaneo,0.4851633540809293,0.5083
Marco Cordeiro,0.41182979920383483,0.4019
Marco Dobrikov,0.1173528473082845,0.0675
Marco Lantini,0.37112041832600495,0.3462
Marco Materia,0.1959063051931465,0.1336
Marco Riehle,0.6952088799672844,0.7796
Marcos Lianes,0.5870714825115474,0.6479
Marcos Rodriguez Fontecha,0.5146934147395017,0.5514
Marcos Vinicius Torsani,0.8028923673905313,0.892
Marcus Harvey,0.9303800339980988,0.9803
Marek Karas,0.8338097910864029,0.9176
Marek Pniaczek,0.25484082464048574,0.2093
Margarita Fakhretdinova,0.30096693777184824,0.2653
Margarita Novikova,0.29322196699515957,0.2568
Margarita Potapova,0.09521615849416162,0.0471
Margarita Zvereva,0.16152933479120074,0.1065
Maria Florencia Fernández,0.23495489478072845,0.1818
Maria Fominykh,0.6349917104633022,0.7083
Maria Gevorgyan,0.12622713255971035,0.0742
Maria Larina,0.11698638538385994,0.0672
Maria Teresa Jimenez Salas,0.6044100281381695,0.6731
Marianna Grineva,0.17156657970917272,0.1135
Mariano Ortega Amarelle,0.8639612558950601,0.9362
Marie Sebag,0.5181258843359374,0.5562
Mariia Berdnyk,0.1017905519677261,0.0531
Marina Korneva,0.3725157921669638,0.3481
Mario Andres Fernández Sánchez,0.6786706669976517,0.761
Mario Gavilán Díaz,0.07637737685856219,0.0297
Mario Sibilio,0.5502642620519039,0.6007
Marius Deuer,0.3090414721890972,0.2753
Marius Fromm,0.9109517381722728,0.9681
Mariya Yakimova,0.187793316617579,0.1291
Mark Biernacki,0.6387892641906243,0.7113
Mark Dejmek,0.4564703257494799,0.4623
Mark Josse,0.4079457832024588,0.3967
Mark Liubarov,0.8139533455732497,0.9006
Mark Smirnov,0.7997180491556174,0.8883
Mark Timmermans,0.5381221926057552,0.5833
Mark van der Werf,0.4789353069974439,0.498
Marko Jelcic,0.6807656429886051,0.7622
Marko Nenezic,0.23262110633730182,0.177
Marko Perestjuk,0.32835733699250935,0.2961
Marko Srebrnic,0.38545199864923096,0.3647
Markus Ragger,0.9589319216386057,0.9918
Marlon Javier La Villa Rivas,0.10336657340792983,0.0549
Marlon Jodar,0.6523224707916665,0.7295
Maroun Tomb,0.3433735542317411,0.3147
Martin Brüdigam,0.1950426960529648,0.1321
Martin Chlpík,0.5413314333327491,0.5889
Martin Holten Fiskaaen,0.5111823966232845,0.5455
Martin Horak,0.7626033446059146,0.8523
Martin Horcajuelo Rocamora,0.3152216801265605,0.2809
Martin Matthiesen,0.3438337396729797,0.315
Martin Mena,0.39808230468477457,0.3807
Martin Portero Rubio,0.4574018826091292,0.4646
Martyn Kravtsiv,0.7313821430113315,0.8189
Martyna Starosta,0.09194754127104451,0.0445
Marvin Guevara,0.22571506993592066,0.1703
Mary Kiseljova,0.37283809700273574,0.3492
Marya,0.4390049823143847,0.4386
Maryana Huda,0.5577608850419551,0.61
Masruri Rahman,0.7742947189352176,0.8609
Matan Prilleltensky,0.3925864429191284,0.3729
Matei-Valeriu Mogirzan,0.43889998382497275,0.4382
Matensien,0.8194068976770807,0.905
Mateu Boci,0.20066571751308748,0.1395
Mateus Costamilan Tomiello,0.21290571721106405,0.154
Mateus Felizardo Viageiro Alice,0.3716104190231067,0.3469
Mateusz Bartel,0.7476918870493308,0.8349
Mateusz Brozyna,0.637831353030031,0.7106
Matfey Rogov,0.07749174199785328,0.0304
Matheus Santos,0.28040193927082374,0.243
Mathias Womacka,0.6875444572489462,0.7711
Mathieu Ternault,0.8115556783839744,0.8991
Mathis Sabatier,0.5861099039869411,0.6464
Matias Jaque,0.511954060985787,0.5466
Matt Herman,0.280053172318187,0.2423
Matt Pon,0.349735801584823,0.3239
Matt Zavortink,0.6391941981786232,0.7117
Matthew Guo Diao,0.4299906332609251,0.426
Matthew O'Brien,0.4997880851642842,0.5284
Matthew Wadsworth,0.8880860885449471,0.9577
Matthia Bach,0.48701023606023613,0.5135
Matthias Bluebaum,0.9472535398585153,0.9878
Matthias Dann,0.6754904430059602,0.7577
Matthias Mattenberger,0.4246740987151084,0.4178
Matvey Galchenko,0.15435180113599528,0.098
Matyas Palczert,0.41678647315626743,0.4071
Matyáš Zeman,0.571555486079496,0.6293
Matías Mingo Fernández,0.4506646485468068,0.4553
Matías Pérez Gormaz,0.6603734402911294,0.7417
Mauri Lehtosaari,0.8723747668262838,0.9399
Maurizio Brancaleoni,0.8635322652492843,0.9358
Max Chen,0.4477032381715511,0.4505
Max Warmerdam,0.6922746686937777,0.777
Maxi Perez,0.3527153176998179,0.3265
Maxim Gavrilov,0.21623244939634928,0.1581
Maxim Lugovskoy,0.4279201545043648,0.4219
Maxim Matlakov,0.26537330125838815,0.2212
Maxim Novik,0.7727560649596996,0.8597
Maxim Omariev,0.23636327793107942,0.1826
Maxim Ventura,0.3037263640516129,0.2683
Maxime Lagarde,0.8417942177504429,0.9224
Maxime Vachier-Lagrave,0.8419241227030749,0.9232
Maximilian Mostbauer,0.7397938124874923,0.8271
Maximiliano Rossi,0.7417825054036505,0.8293
Maya Porozhnyak,0.4669430105921647,0.4779
Mayank Chakraborty,0.5709940928001181,0.6286
Md Bashiq Imrose,0.5757765761351546,0.6349
Md Jamal Uddin,0.4530988878601544,0.4583
Medet Dzhaparov,0.651913542159706,0.7291
Medina Paz Miguel 1968,0.25471987905403154,0.2082
Mees van Osch,0.8164654766597879,0.9028
Megan Althea Paragua,0.5594770714219598,0.6137
Meilis Annaberdiev,0.7190527320912534,0.8096
Melih Kaan Can,0.5322084040550779,0.5751
Melih YURTSEVEN,0.5251791302388391,0.5655
Melika Mohammadi,0.7385077656677435,0.8249
Meri Arabidze,0.5890520887084155,0.6538
Meri Grigoryan,0.6306227075083868,0.7043
Mert Acikel,0.42903547495714667,0.4237
Mert Erdoğdu,0.10759589274585571,0.0586
Michael Buscar,0.4500335954664859,0.4545
Michael Concio Jr.,0.8767100959242147,0.9462
Michael Fernandez,0.5434396257942364,0.5929
Michael Klenburg,0.3745148863170344,0.3521
Michael Kotyk,0.4755478606679075,0.4913
Michael Song,0.6878309333330235,0.7714
Michal Fiedorek,0.2848058776744742,0.2475
Michal Fudalej,0.23352978766198712,0.1788
Michal Koziorowicz,0.4790049283858944,0.4983
Michal Mazurkiewicz,0.7100477640654577,0.8
Michal Provaznik,0.12895553093013076,0.0764
Michal Redzisz,0.3591463048032314,0.3317
Michal Tworuszka,0.6164644321638699,0.6857
Michalina Rudzińska,0.09707234649756498,0.049
Michał Bartel,0.22766537236604317,0.1718
Michał Kopczyński,0.16158791780546183,0.1069
Michał Walentukiewicz,0.22077404367904535,0.1633
Michel Alejandro Diaz Perez,0.5669881403864431,0.6249
Michel Bifulco,0.17431736738841672,0.1173
Michel Coto,0.4810010030099153,0.5024
Michel Samuel Lopez Abreu,0.43463909286467955,0.4308
Michel Saucey,0.2954125626453826,0.2583
"Michelle Catherina, P",0.5486685302418751,0.5978
Miguel Angel Marino,0.464849150322287,0.4757
Miguel Munoz,0.3063267687502312,0.272
Miguel Santos Ruiz,0.6511516321068882,0.7273
Mihael Ankerst,0.11460667413684662,0.0657
Mihai-Lucian Grunberg,0.7828083510424004,0.8731
Mihailo Djokic,0.4236467618012615,0.4156
Mihnea Costachi,0.5070637198174076,0.5391
Mika Karttunen,0.5273561486223303,0.5681
Mikayel Manvelyan,0.8231162377552845,0.9087
Mikayel Mkrtchyan,0.47198273857157824,0.4853
Mikayel Rostomyan,0.6266001056999904,0.6991
Mike Hehir,0.7383912567379121,0.8241
Mike Ivanov,0.7195325750014206,0.81
Mike Sailer,0.48615738643077355,0.5113
Mikelis Vingris,0.2984192048549468,0.2612
Mikhael Garakov,0.60542929092827,0.6753
Mikhail Antipov,0.5274328607392987,0.5685
Mikhail Bryakin,0.6542363264786337,0.7314
Mikhail Chernov,0.3385316872394417,0.3072
Mikhail Demidov,0.9185644686313692,0.9729
Mikhail Golubev,0.5290989600360338,0.5711
Mikhail Gusev,0.7907774416085069,0.879
Mikhail Kazakov,0.717817436374721,0.8082
Mikhail Kobalia,0.6026146938030601,0.6712
Mikhail Pesotskiy,0.7082301798759111,0.7967
Mikhail V. Kuznetsov,0.5316698642867321,0.5737
Mikhail Yashmetov,0.6174065768059996,0.6868
Mikkel Jacobsen,0.4928814265305503,0.521
Mikołaj Gbiorczyk,0.23323841509697313,0.1781
Milad Khodabandeh,0.448554488040127,0.4512
Milan Jocev,0.7129152839074656,0.8022
MillyNeuf,0.539039957783972,0.5852
Milos Milosevic,0.4875741441663406,0.5154
Milton Pantzar,0.744837362366194,0.8323
Mina Wael Sabry,0.42065986798262084,0.4115
Miran Oganian,0.2736757779660651,0.2341
Miras Assylov,0.20143501254515966,0.1406
Miroslav Simonovic,0.5881892651278416,0.6508
Mirosław Lewicki,0.08671021468610435,0.0375
Mitch Fishbein,0.9338661806338943,0.9826
Mitrabha Guha,0.485954003041367,0.5095
Miłosz Szpar,0.31807316078816283,0.2857
Mladen Gajic,0.4704241681028229,0.4816
Mobina Alinasab,0.4430658290089931,0.4449
Mohamed Anees M,0.30784282388168893,0.2742
Mohamed Ezat,0.42340211539881656,0.4145
Mohamed Haddouche,0.3277978920673898,0.2946
Mohamed Nouali,0.33942474082962887,0.3083
Mohamed Salem Yahi,0.18625677189017828,0.1284
Mohammad Fahad Rahman,0.07116437593770553,0.026
Mohammad Mohammadian,0.44460334509478344,0.446
Mohammadhossein Shamsi,0.1570787889633404,0.102
Mohammed Seder,0.41134447114857486,0.4004
Mohsen Gabr,0.2165428289102202,0.1588
Moksh Amit Doshi,0.6020186914978227,0.6705
Momchil Petkov,0.4962254471390716,0.5247
Monika Marcińczyk,0.4891633653139943,0.5173
Moritz Weishäutel,0.75050553167164,0.8375
Mostafa Sakhaei,0.5967096226877483,0.6642
Mounika Akshaya Bommini,0.48658629405466786,0.5124
Mr. Sai Han Thiha,0.796992169936414,0.8839
Mrudul Dehankar,0.2347432468759023,0.1811
Muhittin Büker,0.3086624216326771,0.275
Mukhammadali Abdurakhmonov,0.47525150040195585,0.4898
Mukhammadzokhid Suyarov,0.5208552596110069,0.5588
Mukhiddin Madaminov,0.5845119236906413,0.6438
Munkhgal Gombosuren,0.5693225110076353,0.6256
Murad İbrahimli,0.7393693728809733,0.8263
Mustafa Yilmaz,0.4685533509648313,0.4787
Mykhailo Shinkarev,0.3476481445252469,0.3202
Mykhaylo Kepeshchuk,0.7013424066967431,0.7874
Mykola Bortnyk,0.7907927766982965,0.8794
Mykola Korchynskyi,0.10974538777719238,0.0609
Myroslava Hrabinska,0.5088365089606158,0.5421
Máté Gyenes,0.26546811758264804,0.2215
Nad Titus Petre,0.7189917557908758,0.8093
Nadezhda Antonova,0.29743901528361194,0.2601
Nadezhda Kostina,0.4715203406226708,0.4842
Nadya Toncheva,0.46250070008526356,0.4735
Nafisa Muminova,0.17132709752972167,0.1132
Nahun Gavarrete,0.43966826459937575,0.4393
Nail Bashirli,0.21189708744386032,0.1521
